Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Doria-Rose_2015:CAP256	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Soto_2016:IAVI84	Soto_2016:N152	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD6	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-45	Wu_2015:Donor-45	Zhou_2013:Donor-IAVI23	Zhou_2013:Donor-IAVI57	Zhou_2013:Donor-IAVI74	Zhou_2013:Donor-NIAID45	Zhou_2013:Donor-RU3	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Vander_Heiden_2017:MK08	354668	84983	300871	165850	251327	221793	216369	232158	240719	204128	245016	185870	212984	196156	216290	176196	207624	186886	248426	231917	223354	214578	195558	232844	174514	243948	167252	211602	207975	215932	203191	267994	185935	259397	213421	201678	205110	172974	207317	217234	210523	204190	194782	199803	208368	205541	202491	180688	243173	215321	227698	221410	193059	249769	213658	235676	229287	217259	231185	217550	206896	197016	215529	231450	226569	191939	223297	209751	196780	187454	197639	194323	217341	218589	208435	234231	237480	225853	212338	215849	211722	206667	191267	209521	237027	239440	208113	241304	221686	221886	247064	216321	213556	223674	141596	235006	200266	262017	163076	200097	186726	896812	944670	944315	402450	75467	97604	83661	480380	389693	424423	459539	507424	513795	586332	504694	382324	517786	386003	578988	1763012	667553	703167	574544	590753	557252	588761	574483	678464	645697	702881	607016	550680	670045	578968	640473	548576	561186	579064	441996	350372	569236	339249	693064	778958	38049	176555	99335	78797	152355	49963	116654	75557	274288
Waltari_2018:AD341	589559	129335	520334	222160	360163	302335	297210	330099	345531	274653	339530	244569	288090	260199	300880	240424	284477	245055	352831	328699	313432	295592	258662	334393	228212	343176	228780	290739	284190	293736	269683	378256	250500	369580	295264	276917	276005	239671	283142	295365	283238	275886	257234	270561	286209	277994	277340	239216	344700	305448	332800	315141	269304	360518	287880	337725	321810	298192	320650	299393	287972	274757	295989	327461	308572	261608	314646	284578	273238	252115	272957	263717	305730	301123	297732	325297	338249	320817	293385	298313	291758	284889	263849	291231	342888	344145	286298	342711	309957	303206	347466	305827	290164	304353	182362	330484	270854	374809	212018	264286	248387	1857005	1972862	2012368	792115	197466	141699	142469	736901	588069	627689	717891	841094	807041	935450	727311	539308	712802	488738	857181	667553	5790560	1785748	1269002	1341818	1217665	1350047	1234206	1595857	1555165	1714741	1474329	1192602	1549683	1254241	1460405	1249239	1200305	1241017	884117	647848	1162594	572566	1744430	2067672	48997	278741	138613	113167	215452	66823	170497	103938	455680
Waltari_2018:AD344	621737	132009	546906	227530	370867	314932	304956	338965	352952	282295	350245	252301	303215	268287	310167	245367	291484	253921	366222	339149	320478	303163	268093	344645	234109	359057	232679	301706	293380	306844	280689	395895	257123	388732	304610	284332	286574	246068	290898	304269	295800	284850	266859	279895	291529	287655	284533	245082	357090	313739	335687	322361	270919	371573	298869	347545	327296	309032	334113	308141	294356	278498	306553	335218	322215	270265	322365	291586	281642	260925	277783	270578	313771	307762	303450	336168	346154	326449	301275	307281	304022	289732	266692	297609	351924	357687	290364	351832	316524	312683	365286	312950	298994	317354	187946	338460	279807	391393	216571	275603	254247	2054736	2184221	2223485	1005512	233886	155710	133595	783469	625121	656749	757010	893116	865466	986492	770148	573401	757081	510133	917286	703167	1785748	7447886	1352057	1533866	1342697	1498283	1407354	1794575	1719794	1899415	1641157	1266263	1713360	1394840	1634949	1394394	1347137	1379121	958402	692012	1282741	613701	1995089	2364927	51390	320036	145916	119502	229382	69371	184788	114737	485033
Waltari_2018:BD1	524136	112548	441734	217730	351563	295489	292179	322081	334816	264248	323798	240655	284709	254078	292451	236019	276645	240483	348499	324074	303531	287886	253051	323711	219878	336562	220796	285529	279266	291097	263020	363188	245098	359445	288431	274333	272021	239230	278074	287075	277895	271352	249845	267931	269909	268511	272417	233694	338748	303060	322556	311615	259899	352126	281348	333316	310875	289223	315802	295381	284131	272100	288580	318452	301410	262920	308013	277209	272971	251309	268454	256479	302105	291175	292150	315366	328967	311568	285405	288654	292605	276931	258274	286136	329867	341574	275585	336884	302632	291228	338017	303318	280488	297673	177429	318202	265990	357073	204811	257808	239838	1440804	1528019	1546813	693489	140714	133615	111955	636063	516280	559693	625789	707864	705166	792356	641319	483330	624633	445733	741371	574544	1269002	1352057	3649981	1070982	993997	1067348	1006179	1255705	1212291	1325997	1116676	967861	1213438	1000781	1176150	999099	1043205	1073564	800630	598596	1009961	529009	1316082	1526094	46985	252119	133850	101974	201762	64434	160523	98393	395913
Waltari_2018:BD10	507773	101100	456105	206610	319973	279554	267471	290871	300758	252454	308086	223670	271620	242660	264863	216734	252815	231281	316531	287589	276684	263515	244109	293795	210810	314094	211395	261969	252446	267519	260081	354603	228109	341933	259459	240550	251241	216640	251617	273007	271090	249442	239722	247962	261480	252315	240546	214402	305924	263941	277683	269349	228756	315176	269035	294801	286877	274560	291746	264392	250515	231418	268282	282838	285876	233885	270845	252992	236203	227048	237962	235476	266668	269821	252468	292699	294430	282303	267145	267295	265572	246069	225735	248829	305710	299658	252496	299116	267268	269777	324085	264708	263534	283940	174621	291159	249533	337502	202058	250002	227761	1613403	1704267	1717657	1221231	117316	162967	104906	663556	521298	554148	638497	755656	739439	805078	646604	501741	666694	428517	768435	590753	1341818	1533866	1070982	5711768	1157216	1271473	1208091	1471425	1562497	1585652	1330461	1040157	1497805	1264877	1450542	1433654	1064098	1084357	812316	576681	1059603	528756	1497195	1925344	51623	336191	143590	125717	213246	66850	189106	115344	432405
Waltari_2018:BD11	498992	101357	421466	196917	313754	272852	259957	285357	295364	246407	302134	222206	264614	236729	262246	207912	250269	226098	310565	281655	273162	259123	234461	287447	206649	307764	202025	256983	249155	262782	247960	344083	221635	328872	258344	238747	246000	207237	247321	266626	259943	243593	235814	240594	256393	249616	241468	212283	299162	260905	277100	268329	228143	310136	260999	287256	278373	267714	287025	258922	246317	229914	262058	278808	280619	229552	267843	248594	235995	223611	235058	232963	262534	264981	251295	285879	290316	276052	261890	263972	260663	246638	225856	248582	301277	297012	249443	293663	264586	268677	312661	261516	258932	274867	171592	286472	245046	330982	196211	244638	224654	1409763	1484623	1493287	831518	115743	143878	94878	615761	495830	520915	603429	698656	682299	756115	610726	478704	615279	413730	718776	557252	1217665	1342697	993997	1157216	3584699	1131217	1043121	1276129	1291891	1373289	1144882	940642	1257604	1057855	1202704	1095967	989602	994879	750510	569055	972040	512090	1288331	1546549	47166	265645	128979	106362	199009	60509	159996	101770	391487
Waltari_2018:BD12	527426	111756	464830	201395	320014	275773	266541	292442	302439	250013	305443	224320	267038	238062	268067	214460	254190	227520	315553	288144	280184	264176	236946	295388	209036	310547	208173	262165	253382	266076	250004	345947	226957	334448	262564	244741	249905	212695	250689	268266	262131	248063	237942	244924	261144	253504	245631	216058	305155	268033	287011	274420	236342	317304	262314	294588	286502	271833	289730	264371	252425	237171	267377	286562	282155	235196	274860	253997	240391	227886	240842	237086	268708	271040	259070	291360	296878	282644	267248	268199	264128	250954	230686	254747	307717	304278	254725	299952	271660	273329	317255	268103	262868	278666	172988	293694	247445	335728	196104	244700	225129	1562476	1637470	1661450	871324	134695	145724	112734	653121	519821	549108	637408	740649	716864	799312	638166	494582	642079	428592	759373	588761	1350047	1498283	1067348	1271473	1131217	4426710	1141646	1406006	1391604	1487443	1277118	1039917	1379716	1161924	1304824	1178253	1030568	1032016	770901	580654	1004094	521045	1453494	1754591	49166	286257	132563	111682	207938	64476	168379	105686	425578
Waltari_2018:BD13	504285	104971	427305	197307	311740	277306	264090	285457	296686	249367	303733	224095	266489	237877	262699	207637	250520	225882	311176	285285	277157	260704	238229	289655	210263	309664	200569	258479	249820	266374	250958	346268	223751	333814	261315	241497	248055	206093	248819	269333	264896	246540	239042	244194	256265	252746	243203	213827	303250	260535	277862	266907	230920	307941	265011	289134	281560	267197	288668	261040	247355	231294	265611	279556	286244	229252	268637	252128	235440	224413	237454	234930	263205	266176	250794	287174	293218	277393	261261	264543	259731	246510	226157	249880	299521	296981	251012	295758	266802	272120	317410	260302	262932	279094	171522	288041	244312	336569	200095	247265	227326	1479966	1567418	1566478	866692	118715	130652	91556	622221	503986	530550	605165	710863	686330	765185	617255	481878	632094	421894	726314	574483	1234206	1407354	1006179	1208091	1043121	1141646	4544152	1326618	1308156	1423127	1186448	934227	1280044	1075343	1208791	1100906	1031559	1029927	766743	553368	1009252	520589	1355880	1638251	47649	282146	120102	100786	194941	60854	156835	104434	390498
Waltari_2018:BD14	609336	127422	546304	227623	369554	313646	304267	337711	349461	281709	347431	251954	303054	268602	304626	244541	289369	253966	367295	338886	318992	301364	269827	340637	232569	358194	231414	299461	291551	306951	283098	395950	257615	385002	301190	282207	285603	244767	290284	304450	297208	283465	266034	280045	291419	283897	280959	243142	354155	311999	331299	318563	267635	369325	298999	344492	328442	309634	333783	308180	292770	275707	304433	333369	320615	270980	319493	291465	279748	260876	275828	268109	311786	306491	298570	333334	343005	323730	302077	303440	304882	285836	264636	294826	349043	355445	288604	348664	313061	308171	364115	312766	296052	316317	187751	337201	280709	382123	217868	274995	251386	1910357	2025425	2047314	1076736	170383	169444	129231	754289	587828	638423	739603	851081	835032	934414	747665	559126	747908	494382	895153	678464	1595857	1794575	1255705	1471425	1276129	1406006	1326618	5785494	1637645	1775591	1467434	1201609	1625650	1332643	1536979	1349860	1231823	1253926	893453	652136	1203916	595119	1723579	2106639	54478	351585	155839	128045	237537	72654	200849	121939	499710
Waltari_2018:BD2	574504	111827	495724	217442	355944	309473	294967	323546	337403	277233	337849	246781	301257	267340	294091	228493	279199	254696	355321	321897	308798	289803	266434	323184	229451	351604	221552	291205	281198	298973	281469	392536	253084	382925	288038	267744	277752	230302	279291	302763	296441	274546	263097	272119	283061	280997	270509	235780	344326	295917	313959	300714	255428	354708	294039	329763	318914	300905	326322	294358	280351	258045	296996	316233	317850	260458	303306	278693	265186	249908	265775	261314	297286	296726	284702	325479	331462	314850	293125	296207	299024	275174	247695	277056	339430	338014	278127	334073	294920	299293	362568	295708	291932	311633	187116	322670	273300	379604	218270	272330	249212	1892602	2029484	2033314	1367430	134327	168668	97586	718067	572298	607139	707745	829102	813118	913601	724886	548474	745479	479949	858681	645697	1555165	1719794	1212291	1562497	1291891	1391604	1308156	1637645	6836040	2919320	1449457	1128771	1634126	1350422	1574550	1435064	1243185	1258215	925995	645746	1248074	594587	1648129	2131059	53679	346595	148412	126553	223660	68112	192948	119538	457304
Waltari_2018:BD2-repeat1	625296	121068	537605	224192	376873	325782	311126	341626	357777	291966	357320	258825	316621	279563	309506	237202	294016	266986	376565	340972	325503	305190	278825	342357	240544	371217	229006	307251	295055	315055	295361	415535	265314	405566	304512	282474	291758	238647	294047	318080	311765	288802	275877	285739	296224	295987	285233	246839	365169	312368	332857	318668	270031	375731	309342	348992	336285	315131	343026	310306	296196	272969	312594	334454	335502	273481	320647	293900	278943	261785	280348	274593	313127	311770	300824	342847	350319	332770	306990	311990	314711	289444	261257	292492	356982	357946	292524	354669	312380	316135	381402	312348	308450	328364	194287	340743	285778	404779	228078	286495	262171	2143810	2318043	2319973	1377420	156996	176376	110954	779513	621678	656678	765507	908494	884241	1010228	793890	588285	809827	520467	938060	702881	1714741	1899415	1325997	1585652	1373289	1487443	1423127	1775591	2919320	8254432	1559816	1207773	1739928	1406639	1643705	1438603	1381270	1407842	988222	685006	1392876	639010	1830162	2297824	55203	368194	153740	130092	234632	70652	200177	123766	487729
Waltari_2018:BD4	513800	118185	476529	199050	309901	265559	255286	280352	290864	237983	294468	215972	255057	229035	261007	211722	247546	216973	301375	276127	266180	255359	226510	288586	204114	297142	204758	250138	245029	253497	238057	328822	214257	318096	254250	236981	240372	207983	241075	256335	250160	238700	228266	235207	253129	245642	238257	209724	296899	257229	276277	264244	230597	307075	252972	284790	274032	259090	278266	253738	243661	231090	257973	274457	272052	225690	263511	243452	230420	218704	234256	232165	259212	262083	249953	281872	290178	276929	258226	261441	250733	244125	225734	247318	297918	290703	244938	291087	265116	266463	305258	256556	254081	267220	167060	284771	238947	327855	189747	233979	222059	1679015	1761844	1775249	799506	184509	132027	123450	667401	537808	551961	646460	763230	714875	819443	639284	494188	636749	431727	762448	607016	1474329	1641157	1116676	1330461	1144882	1277118	1186448	1467434	1449457	1559816	6454869	1089009	1452604	1201829	1354830	1215193	1025270	1051447	762146	562109	982654	494526	1630530	1991693	47463	261703	125966	106083	202146	60934	159483	100574	422292
Waltari_2018:BD5	503755	121860	492016	209906	319557	264225	264554	292142	298821	237496	290401	218405	252047	229805	265177	227592	252449	215185	313456	296352	274570	261429	229977	296802	200513	301168	213515	257920	255778	262635	237727	323111	224201	316317	259927	250331	246260	228619	254463	255882	247908	246461	226272	241877	254165	241918	246089	212979	303158	278625	292162	282759	237982	320451	251930	299320	286973	267291	285408	273369	260312	249945	261549	290169	268295	240737	280008	253439	248887	232513	243595	233908	276677	268618	265436	285901	298052	281506	262530	260137	263502	251603	239722	261270	302681	309267	251881	302325	277853	264640	305344	278001	252790	267885	163153	294139	244752	314559	185317	230194	215614	1376847	1432458	1469958	661139	135141	146541	115710	615791	484226	539138	618200	670560	661682	735650	598073	455747	592661	410954	716180	550680	1192602	1266263	967861	1040157	940642	1039917	934227	1201609	1128771	1207773	1089009	3402343	1177326	994243	1120192	953868	843358	888758	656208	508289	827545	455772	1248711	1493498	51087	294647	149584	118072	220483	69770	187199	108758	450435
Waltari_2018:BD6	598540	119307	527824	226703	367300	315670	308170	340885	352887	284680	348649	253696	303823	272324	305247	244091	290489	255192	367344	343749	322100	302417	273601	344577	233644	362472	231012	304769	293889	310217	287246	401136	262854	390831	300803	281750	288428	248089	292754	308421	301124	285954	266519	283582	291036	284548	282028	242362	354233	314921	332608	321100	265228	368512	301297	345798	331613	313129	337081	312069	294444	275132	305533	335511	322970	269130	322535	291986	282996	259714	276156	265767	315210	307229	301275	334004	341734	323742	301652	301788	307332	284782	264005	293875	349876	355563	288979	346183	311785	305901	367599	314318	294802	320630	189174	336752	281643	379988	219630	277823	250803	1900709	1993409	2039810	1194869	148699	175138	128495	743251	573517	632237	727445	841147	843881	928122	749218	559843	754009	491645	895059	670045	1549683	1713360	1213438	1497805	1257604	1379716	1280044	1625650	1634126	1739928	1452604	1177326	5852859	1344917	1529316	1370747	1176037	1225183	863547	635690	1189552	586992	1662883	2075055	55794	375797	158223	134532	237594	74574	207969	125529	494752
Waltari_2018:BD7	507929	109210	458457	207569	321498	279136	269700	297077	305174	252308	306796	225968	268988	242449	270422	220642	257469	228866	317858	294812	280955	265972	241644	299234	210459	315552	212498	265930	258780	271077	254302	348501	230854	336550	265332	248594	254172	221276	256934	271007	264695	251887	239332	249071	262560	254097	247821	217506	309039	272120	286286	278032	235788	319866	265599	299539	291070	276837	294125	270606	257022	241036	269782	289840	284265	237603	279174	256848	245664	231415	243110	238809	273787	272901	260401	294249	299855	284893	269226	268076	267741	252652	234437	258280	308471	306045	256419	302083	274444	272872	322262	271667	262581	281153	173427	298081	250078	333289	196660	246480	225324	1501294	1566312	1583116	952102	123247	152614	109245	643063	502268	545710	627690	726215	714759	781814	632292	491594	639117	424287	752995	578968	1254241	1394840	1000781	1264877	1057855	1161924	1075343	1332643	1350422	1406639	1201829	994243	1344917	4070736	1279155	1157391	960640	992548	724262	548034	958789	504476	1357719	1672921	51128	306883	141028	120165	213218	66356	181350	110601	429225
Waltari_2018:BD8	559049	114988	494530	226479	363487	312422	303900	335762	346506	280715	342834	249592	302787	269549	301956	241167	286461	254970	363024	334927	315787	297696	270145	335428	231441	356331	230143	298622	289526	304671	284259	395297	258191	385791	297694	277831	284492	244389	288295	304300	297741	281428	264382	279164	287668	282123	277799	241043	350844	308336	325558	315258	262120	362165	297720	341037	325463	308496	331628	304571	289250	270675	301875	328079	318239	267931	315706	286972	276762	258227	272725	264154	309512	303039	295447	330276	337402	321625	298784	300063	303607	282623	260239	288980	345361	351406	286161	343926	307717	303863	361999	308006	293535	317260	187477	331209	278741	377623	217823	274860	249769	1731399	1834515	1858155	1089609	138572	162327	119596	724001	569012	613920	702826	813101	808372	894837	716194	542002	714549	475545	842950	640473	1460405	1634949	1176150	1450542	1202704	1304824	1208791	1536979	1574550	1643705	1354830	1120192	1529316	1279155	4967694	1314056	1154992	1201589	872380	635825	1155107	581212	1580641	1943626	52928	333112	151344	124305	227252	71027	193897	117100	461497
Waltari_2018:BD9	486205	96095	421125	196634	300110	265191	250502	276206	286465	239398	293749	212936	255835	230712	253654	206339	241214	219502	299410	272582	263326	248441	228914	279206	201086	298527	202785	249511	240117	252979	241836	336478	215197	320107	248540	228895	237984	207958	237433	259283	251914	235127	228488	232033	250859	240778	230482	204628	287284	250944	265125	256993	217549	297608	251469	277072	269532	260229	276363	249253	236128	218682	253053	269859	269954	218888	257597	239579	225979	213888	223608	223653	250873	256449	241754	275802	278203	265385	253542	255065	250292	235562	215600	238189	292887	284071	241072	280639	251584	258325	304256	250696	249907	265969	168170	277533	235635	320014	191646	237177	215937	1472400	1542227	1562334	1049203	116710	152165	93015	609530	479505	510486	592521	696225	686582	746844	601025	470204	610225	399167	716074	548576	1249239	1394394	999099	1433654	1095967	1178253	1100906	1349860	1435064	1438603	1215193	953868	1370747	1157391	1314056	4647547	983776	983458	768385	551383	963401	493891	1350924	1719884	47404	282688	134150	116174	199009	60292	168449	103710	401621
Waltari_2018:CB1	489005	87041	341405	209861	357884	315660	303206	327881	345941	285870	345367	252120	306718	272164	298909	222021	282858	261414	361020	328917	316985	295066	272349	319936	233408	355553	211782	294988	286095	306850	285666	399880	259226	391602	298153	275423	284220	226122	287116	310165	303780	280919	268077	279007	275847	286802	280106	242278	354589	299355	321117	309166	260688	353260	303920	339495	320008	296878	329161	299145	286658	267944	301608	320536	330149	263952	311632	286470	271699	254574	273387	265803	301045	294216	289467	327549	338140	317017	287477	302193	305126	282762	252371	285887	332079	343791	281822	347184	300469	305329	360339	302185	302475	317081	187027	319485	271992	389542	223803	280983	258405	1348514	1491230	1469007	799406	97013	121623	79417	613104	507894	539588	577360	691397	706512	782518	633481	492980	643863	457821	710995	561186	1200305	1347137	1043205	1064098	989602	1030568	1031559	1231823	1243185	1381270	1025270	843358	1176037	960640	1154992	983776	3527253	1321338	962461	697787	1297178	639786	1258168	1436046	39190	218848	111658	87461	167475	53430	129246	85396	302759
Waltari_2018:CB2	503996	89502	357374	224689	376550	330211	323057	352799	367387	298195	358241	263399	315932	285039	317737	239745	299447	267564	383817	356462	338555	312081	285193	347150	240455	376233	226291	316203	307242	326215	295399	416684	275635	412412	317322	294049	301452	248503	307373	323175	316750	298456	276180	294938	286322	297804	297688	253151	375890	325304	349715	334307	278183	375363	316183	365697	341711	316633	349371	323073	309983	289767	316928	344944	343633	279805	336553	302877	296221	269186	291393	278251	326351	309631	314086	345414	361463	337899	300222	315688	322267	299378	271626	307143	349393	370027	296897	367567	322216	318317	378636	325641	315428	332120	190224	340132	286625	403242	227953	291346	266134	1411598	1571877	1561098	844044	112212	128170	83941	638156	529791	574534	609449	724751	746386	823847	668960	508361	672595	480994	742386	579064	1241017	1379121	1073564	1084357	994879	1032016	1029927	1253926	1258215	1407842	1051447	888758	1225183	992548	1201589	983458	1321338	3681821	942102	698409	1311286	645912	1303844	1480313	41766	244288	119322	94798	175576	58903	143168	91653	323004
Waltari_2018:CB3	391977	72964	274884	188805	307260	272218	260341	282749	295818	245917	293092	220194	263720	236781	260010	198841	246670	227007	309351	281639	273447	255101	234388	276342	203635	302642	192561	254958	249842	263138	243067	334667	225064	329617	260168	241722	245656	204989	248752	266368	260025	243459	232318	241333	237664	249092	245518	213386	302638	261088	279989	268215	228663	301990	260311	291217	273651	255864	282991	258448	250074	233717	260855	275551	282071	232321	268772	247669	238593	223707	239708	233872	260655	254454	254134	281665	291882	274397	249430	263278	264833	248149	222345	248241	287480	297117	244930	298091	260204	265122	305504	261557	261273	272218	165745	273862	238512	328079	196004	243370	226707	952144	1038737	1030207	552033	75672	100464	60426	488371	419522	436407	467924	543546	552837	604751	497734	398493	501075	371125	547792	441996	884117	958402	800630	812316	750510	770901	766743	893453	925995	988222	762146	656208	863547	724262	872380	768385	962461	942102	2029997	559754	916169	507381	903079	1025369	34031	167165	94093	72352	141714	46404	107381	70943	246842
Waltari_2018:CB4	310951	61381	213862	167430	261134	234230	227474	243714	255498	213978	252894	194378	228516	206137	226375	178330	214634	197409	261162	242811	237516	223294	204941	238208	180933	257970	169810	220979	217867	228768	210907	281524	195619	276380	228099	211899	213856	180706	215661	229152	224432	212500	204757	212435	207508	214840	215825	188510	258052	227108	241169	234263	199650	258140	226565	251251	234457	221076	242555	224764	216024	208395	224953	238678	241713	200777	234512	218780	209805	195443	209182	204614	227668	219500	220507	240814	248617	234816	216644	227131	226330	218629	197757	220292	244482	253908	213714	256641	226923	229781	256826	227734	224982	235531	147555	236895	207240	272935	172804	213000	196956	668096	714096	713873	365000	59206	80820	52838	383630	330960	350991	364632	417814	431945	460042	391701	322985	385597	302970	424828	350372	647848	692012	598596	576681	569055	580654	553368	652136	645746	685006	562109	508289	635690	548034	635825	551383	697787	698409	559754	1220694	678189	420565	659384	720612	28361	126333	78886	60075	117873	39666	84710	56928	193601
Waltari_2018:CB5	493239	81386	342626	213371	365678	326220	316623	342555	359747	300971	357708	259602	313804	282261	306167	226691	291175	267795	372646	342385	332198	305215	285658	332145	239787	368399	216269	308426	295279	317821	301175	418131	273640	409036	306310	281820	294543	231584	296256	323642	319895	290365	275767	291914	283488	294616	287041	246353	364533	310439	335531	318548	268034	361589	315440	351332	337115	310584	341472	310514	297116	274082	309478	334250	339764	268699	324295	297763	281973	258877	282755	271341	313233	304720	299858	337826	346217	328216	296309	307736	313120	287892	259341	293464	340772	354051	294101	355249	309248	310857	372564	311485	311007	329515	191230	330442	280282	398113	231418	292273	263079	1367396	1527439	1514940	908926	84174	134546	80865	618497	504665	553397	584142	698491	733251	798101	661878	501359	677417	469868	731881	569236	1162594	1282741	1009961	1059603	972040	1004094	1009252	1203916	1248074	1392876	982654	827545	1189552	958789	1155107	963401	1297178	1311286	916169	678189	3559771	680016	1202253	1381146	43224	258792	120429	100154	175424	60112	146540	94384	320484
Waltari_2018:CB5-repeat1	298028	54978	204976	163413	257506	235796	230772	243592	254943	220010	252720	194540	227863	208538	223175	172762	213993	198545	261655	244281	240328	222503	210768	235897	181914	259676	164684	223268	217679	230243	218723	286122	202676	280670	225124	208138	216279	175941	217545	234401	231733	214210	205925	215215	206530	217200	213181	187059	258088	225022	240450	230470	200386	253417	229992	251144	240886	223944	243329	225528	217342	204673	225170	239261	243949	199654	234638	218053	208716	194570	210380	202856	227552	221461	219004	240625	247639	236037	214549	225012	226506	214364	194522	215908	242287	250881	216543	252700	224824	226637	259779	225706	226466	237642	148811	235828	206719	273596	176201	215282	196101	631687	682651	680160	406239	44702	85218	46285	363994	311572	338826	348108	398472	420790	441789	385253	314127	389056	296510	409357	339249	572566	613701	529009	528756	512090	521045	520589	595119	594587	639010	494526	455772	586992	504476	581212	493891	639786	645912	507381	420565	680016	1115142	582998	639443	30288	144747	80314	65103	117630	42907	91240	61871	193500
Waltari_2018:MT1214	605383	134270	549893	223279	360364	302959	295104	327326	340052	272650	339618	244391	289749	260041	301309	239749	283891	245166	350885	325824	309516	293689	257882	332405	227268	344957	228999	289052	283441	294272	269620	379389	246439	370424	294843	275496	276107	239501	281038	292629	282926	275664	258011	269412	284942	277717	275591	238552	344573	303053	325148	312721	263707	358881	287552	335786	316819	297002	320810	297793	283981	270887	295019	323968	309604	261035	311103	282681	270119	252364	269196	262993	302699	298951	292654	324344	335772	316840	292144	297764	290793	282740	261034	289277	340692	342342	282047	340762	308393	303723	349675	302110	289409	304529	183084	329190	270923	376468	211177	264889	248631	2024144	2133108	2171535	922848	209875	149509	152374	770860	611295	641430	741963	875500	840386	962665	746246	557833	728173	496810	888162	693064	1744430	1995089	1316082	1497195	1288331	1453494	1355880	1723579	1648129	1830162	1630530	1248711	1662883	1357719	1580641	1350924	1258168	1303844	903079	659384	1202253	582998	8221760	2335076	50089	299823	140943	117128	223125	67328	178171	110235	478802
